MAZ,HHq1,HHq2,HHq3,HHq4
719046,71.0,4.0,3.0,4.0
719047,4.0,5.0,7.0,9.0
719049,31.0,66.0,90.0,149.0
719050,3.0,1.0,6.0,6.0
719053,0.0,3.0,6.0,4.0
719056,0.0,0.0,0.0,0.0
719057,15.0,18.0,12.0,21.0
719058,21.0,4.0,6.0,10.0
719059,40.0,42.0,42.0,47.0
719066,55.0,2.0,6.0,18.0
719078,43.0,46.0,49.0,91.0
719079,9.0,20.0,28.0,37.0
719083,30.0,53.0,70.0,117.0
719084,12.0,23.0,21.0,44.0
719099,0.0,0.0,0.0,0.0
719103,10.0,36.0,38.0,59.0
719104,33.0,59.0,75.0,121.0
719111,4.0,8.0,8.0,15.0
719113,4.0,7.0,14.0,18.0
719114,24.0,17.0,20.0,34.0
719115,9.0,12.0,7.0,7.0
719126,3.0,2.0,8.0,14.0
719129,8.0,10.0,17.0,27.0
719133,23.0,43.0,28.0,25.0
719134,1.0,1.0,1.0,1.0
719136,41.0,64.0,62.0,99.0
719140,20.0,15.0,18.0,23.0
719143,0.0,2.0,1.0,0.0
719148,5.0,10.0,15.0,12.0
719174,154.0,7.0,6.0,12.0
719179,0.0,0.0,0.0,0.0
719187,0.0,0.0,0.0,0.0
719194,11.0,18.0,25.0,33.0
719197,5.0,10.0,18.0,20.0
719199,25.0,36.0,26.0,47.0
719201,0.0,3.0,1.0,4.0
719204,5.0,11.0,13.0,29.0
719210,5.0,15.0,14.0,35.0
719212,41.0,50.0,34.0,58.0
719214,9.0,17.0,9.0,7.0
719217,14.0,7.0,10.0,10.0
719218,29.0,50.0,66.0,125.0
719219,3.0,2.0,15.0,12.0
719220,6.0,11.0,23.0,30.0
719221,8.0,12.0,18.0,28.0
719224,6.0,13.0,10.0,11.0
719226,6.0,7.0,8.0,9.0
719233,8.0,15.0,11.0,34.0
719236,11.0,8.0,14.0,24.0
719238,0.0,0.0,0.0,0.0
719239,0.0,0.0,0.0,0.0
719254,26.0,46.0,49.0,63.0
719255,0.0,0.0,0.0,0.0
719265,0.0,6.0,6.0,7.0
719266,1.0,1.0,1.0,0.0
719267,6.0,18.0,18.0,45.0
719270,0.0,0.0,0.0,0.0
719277,15.0,27.0,43.0,56.0
719282,0.0,0.0,2.0,0.0
719289,4.0,5.0,4.0,4.0
719290,9.0,18.0,17.0,19.0
719293,1.0,9.0,3.0,14.0
719295,12.0,10.0,11.0,14.0
719298,3.0,10.0,7.0,10.0
719301,3.0,9.0,9.0,9.0
719302,8.0,16.0,26.0,32.0
719304,5.0,3.0,2.0,7.0
719307,0.0,0.0,0.0,0.0
719308,92.0,95.0,137.0,224.0
719313,28.0,41.0,32.0,23.0
719316,6.0,12.0,17.0,27.0
719322,0.0,0.0,0.0,0.0
719325,4.0,13.0,8.0,12.0
719330,5.0,9.0,10.0,14.0
719332,32.0,61.0,74.0,154.0
719335,3.0,10.0,7.0,10.0
719339,27.0,16.0,20.0,27.0
719341,73.0,47.0,61.0,68.0
719354,16.0,43.0,21.0,44.0
719359,16.0,26.0,23.0,46.0
719360,8.0,4.0,8.0,8.0
719362,6.0,20.0,20.0,25.0
719364,4.0,22.0,18.0,25.0
719374,0.0,0.0,1.0,1.0
719376,0.0,0.0,0.0,0.0
719382,2.0,9.0,11.0,10.0
719402,3.0,2.0,12.0,16.0
719404,6.0,13.0,12.0,9.0
719410,6.0,12.0,3.0,20.0
719413,1.0,3.0,2.0,7.0
719414,7.0,7.0,6.0,13.0
719415,0.0,2.0,5.0,7.0
719417,0.0,1.0,2.0,2.0
719418,5.0,9.0,15.0,19.0
719420,4.0,7.0,19.0,33.0
719421,12.0,17.0,16.0,19.0
719424,5.0,2.0,0.0,2.0
719425,0.0,0.0,0.0,0.0
719427,10.0,22.0,21.0,33.0
719429,1.0,1.0,5.0,1.0
719431,5.0,9.0,16.0,38.0
719435,7.0,10.0,12.0,26.0
719438,20.0,8.0,17.0,15.0
719439,6.0,13.0,23.0,28.0
719440,5.0,9.0,12.0,9.0
719446,10.0,14.0,12.0,15.0
719447,7.0,4.0,10.0,16.0
719448,10.0,12.0,10.0,11.0
719450,7.0,15.0,10.0,17.0
719451,7.0,13.0,15.0,22.0
719453,10.0,13.0,15.0,24.0
719454,1.0,6.0,3.0,4.0
719459,29.0,34.0,35.0,52.0
719462,0.0,0.0,0.0,0.0
719463,11.0,22.0,18.0,42.0
719464,19.0,14.0,7.0,23.0
719465,8.0,15.0,15.0,28.0
719467,20.0,15.0,17.0,19.0
719468,8.0,12.0,14.0,14.0
719470,0.0,0.0,0.0,0.0
719473,0.0,0.0,0.0,0.0
719501,2.0,2.0,0.0,0.0
719509,8.0,14.0,20.0,36.0
719511,9.0,6.0,8.0,17.0
719512,5.0,5.0,6.0,17.0
719513,21.0,30.0,38.0,57.0
719522,6.0,9.0,15.0,36.0
719523,140.0,13.0,19.0,40.0
719524,61.0,67.0,51.0,72.0
719529,1.0,6.0,7.0,16.0
719536,1.0,4.0,3.0,6.0
719537,4.0,4.0,7.0,5.0
719561,0.0,0.0,0.0,0.0
719563,17.0,10.0,23.0,20.0
719564,26.0,26.0,33.0,35.0
719565,0.0,0.0,0.0,0.0
719569,4.0,5.0,3.0,3.0
719584,1.0,5.0,4.0,8.0
719585,0.0,0.0,0.0,0.0
719595,3.0,9.0,15.0,21.0
719597,13.0,35.0,48.0,48.0
719598,11.0,16.0,10.0,20.0
719599,30.0,19.0,16.0,17.0
719601,5.0,4.0,3.0,8.0
719604,3.0,10.0,14.0,30.0
719618,3.0,9.0,6.0,18.0
719621,24.0,11.0,24.0,26.0
719622,0.0,0.0,0.0,0.0
719623,15.0,24.0,42.0,53.0
719625,0.0,3.0,8.0,20.0
719637,3.0,13.0,8.0,16.0
719645,0.0,0.0,0.0,0.0
719649,9.0,18.0,14.0,23.0
719652,5.0,10.0,8.0,15.0
719659,1.0,1.0,1.0,0.0
719661,9.0,11.0,10.0,13.0
719668,0.0,0.0,0.0,0.0
719671,4.0,7.0,2.0,15.0
719674,9.0,10.0,4.0,4.0
719676,13.0,25.0,21.0,16.0
719677,16.0,0.0,1.0,4.0
719681,3.0,11.0,6.0,8.0
719686,0.0,0.0,0.0,0.0
719689,0.0,1.0,1.0,0.0
719696,24.0,44.0,38.0,91.0
719697,0.0,6.0,2.0,7.0
719707,0.0,0.0,0.0,0.0
719708,0.0,0.0,0.0,0.0
719715,0.0,0.0,0.0,0.0
719716,8.0,12.0,5.0,8.0
719718,0.0,1.0,2.0,0.0
719722,1.0,2.0,4.0,6.0
719723,3.0,6.0,10.0,22.0
719726,0.0,0.0,0.0,0.0
719727,11.0,34.0,35.0,63.0
719728,1.0,2.0,2.0,2.0
719730,29.0,22.0,19.0,27.0
719732,1.0,5.0,5.0,7.0
719734,11.0,18.0,16.0,36.0
719737,13.0,23.0,29.0,46.0
719738,3.0,15.0,9.0,29.0
719744,0.0,0.0,0.0,0.0
719760,5.0,5.0,3.0,6.0
719761,5.0,12.0,31.0,30.0
719762,3.0,1.0,5.0,2.0
719770,113.0,27.0,34.0,67.0
719777,15.0,5.0,9.0,12.0
719779,15.0,23.0,19.0,35.0
719781,15.0,8.0,12.0,14.0
719782,6.0,6.0,3.0,9.0
719788,17.0,14.0,12.0,15.0
719791,4.0,11.0,15.0,9.0
719792,13.0,34.0,30.0,26.0
719793,74.0,87.0,100.0,179.0
719803,0.0,0.0,0.0,0.0
719805,4.0,13.0,13.0,24.0
719806,5.0,9.0,12.0,18.0
719807,14.0,33.0,31.0,38.0
719809,7.0,16.0,18.0,20.0
719812,17.0,29.0,40.0,58.0
719813,9.0,10.0,13.0,18.0
719826,10.0,19.0,28.0,54.0
719834,2.0,4.0,3.0,6.0
719837,22.0,20.0,25.0,28.0
719839,7.0,10.0,9.0,29.0
719856,3.0,11.0,8.0,22.0
719861,1.0,4.0,9.0,10.0
719866,1.0,2.0,5.0,11.0
719879,14.0,19.0,26.0,29.0
719880,12.0,21.0,9.0,24.0
719882,13.0,25.0,18.0,35.0
719888,0.0,0.0,0.0,0.0
719891,0.0,0.0,0.0,0.0
719898,18.0,13.0,22.0,27.0
719901,7.0,19.0,25.0,41.0
719904,1.0,8.0,7.0,11.0
719908,11.0,20.0,21.0,38.0
719910,8.0,7.0,3.0,10.0
719914,11.0,26.0,20.0,63.0
719917,11.0,13.0,25.0,34.0
719921,4.0,11.0,14.0,29.0
719925,20.0,12.0,17.0,23.0
719927,40.0,1.0,7.0,9.0
719936,15.0,31.0,38.0,62.0
719939,12.0,25.0,32.0,58.0
719942,119.0,14.0,23.0,26.0
719951,8.0,11.0,12.0,23.0
719954,0.0,0.0,0.0,0.0
719955,0.0,0.0,0.0,0.0
719959,2.0,6.0,10.0,13.0
719963,9.0,17.0,9.0,15.0
719964,28.0,28.0,27.0,47.0
719965,34.0,50.0,51.0,109.0
719966,18.0,18.0,24.0,41.0
719967,1.0,0.0,2.0,3.0
719968,11.0,13.0,12.0,16.0
719973,12.0,24.0,37.0,57.0
719974,10.0,8.0,16.0,25.0
719975,50.0,78.0,133.0,210.0
719976,7.0,8.0,8.0,6.0
719977,21.0,29.0,19.0,54.0
719978,11.0,16.0,16.0,15.0
719983,0.0,0.0,0.0,0.0
719984,29.0,37.0,41.0,58.0
719985,4.0,5.0,6.0,6.0
719987,5.0,13.0,11.0,14.0
719988,11.0,13.0,12.0,23.0
719990,20.0,45.0,50.0,137.0
719992,2.0,8.0,11.0,13.0
719994,53.0,102.0,107.0,193.0
720000,10.0,22.0,30.0,52.0
720001,16.0,18.0,28.0,63.0
720002,27.0,34.0,45.0,83.0
720004,21.0,28.0,22.0,53.0
720006,3.0,11.0,15.0,21.0
720007,1.0,3.0,2.0,5.0
720008,13.0,22.0,15.0,27.0
720009,0.0,0.0,0.0,0.0
720010,21.0,26.0,42.0,65.0
720014,5.0,11.0,17.0,18.0
720015,66.0,61.0,42.0,42.0
720016,12.0,19.0,15.0,10.0
720017,7.0,9.0,8.0,9.0
720018,43.0,69.0,68.0,86.0
720021,7.0,14.0,14.0,22.0
720026,0.0,0.0,0.0,0.0
720027,21.0,52.0,41.0,98.0
720028,8.0,8.0,13.0,19.0
720030,10.0,15.0,17.0,24.0
720032,50.0,45.0,39.0,55.0
720033,8.0,6.0,11.0,22.0
720035,9.0,21.0,25.0,48.0
720036,5.0,28.0,26.0,18.0
720037,2.0,8.0,8.0,7.0
720038,6.0,6.0,5.0,11.0
720043,49.0,8.0,5.0,21.0
720044,15.0,6.0,8.0,8.0
720046,321.0,25.0,27.0,32.0
720059,4.0,4.0,8.0,11.0
720062,7.0,15.0,16.0,18.0
720063,8.0,16.0,13.0,22.0
720067,4.0,5.0,6.0,9.0
720078,23.0,11.0,31.0,62.0
720079,2.0,5.0,4.0,15.0
720089,12.0,18.0,28.0,47.0
720090,20.0,39.0,33.0,55.0
720092,4.0,11.0,17.0,16.0
720094,2.0,9.0,14.0,36.0
720097,8.0,5.0,16.0,23.0
720098,7.0,15.0,15.0,33.0
720117,0.0,0.0,0.0,0.0
720119,32.0,23.0,18.0,30.0
720120,0.0,8.0,13.0,23.0
720123,62.0,40.0,35.0,49.0
720126,10.0,11.0,9.0,13.0
720128,24.0,10.0,9.0,15.0
720132,3.0,4.0,22.0,28.0
720133,1.0,0.0,0.0,0.0
720136,1.0,2.0,1.0,4.0
720142,0.0,0.0,0.0,0.0
720148,3.0,7.0,3.0,9.0
720149,1.0,4.0,1.0,8.0
720150,2.0,2.0,5.0,18.0
720154,37.0,51.0,49.0,92.0
720157,0.0,1.0,0.0,2.0
720160,7.0,8.0,9.0,14.0
720166,30.0,48.0,48.0,61.0
720167,0.0,0.0,0.0,0.0
720168,10.0,9.0,11.0,32.0
720169,5.0,14.0,21.0,28.0
720171,5.0,10.0,10.0,21.0
720175,0.0,0.0,0.0,0.0
720179,0.0,0.0,0.0,0.0
720187,10.0,16.0,20.0,35.0
720192,0.0,0.0,0.0,0.0
720195,0.0,0.0,0.0,0.0
720196,13.0,16.0,19.0,29.0
720197,2.0,10.0,7.0,11.0
720201,1.0,3.0,8.0,12.0
720205,3.0,11.0,15.0,20.0
720207,14.0,3.0,10.0,10.0
720208,115.0,64.0,62.0,108.0
720217,0.0,0.0,0.0,0.0
720218,0.0,0.0,0.0,0.0
720226,16.0,17.0,27.0,33.0
720227,10.0,12.0,9.0,17.0
720228,5.0,11.0,8.0,17.0
720230,3.0,2.0,1.0,4.0
720231,30.0,35.0,41.0,36.0
720232,12.0,16.0,16.0,20.0
720235,5.0,25.0,27.0,37.0
720236,7.0,11.0,8.0,13.0
720239,18.0,31.0,38.0,73.0
720240,0.0,0.0,0.0,0.0
720247,11.0,13.0,13.0,20.0
720255,2.0,4.0,1.0,2.0
720257,25.0,45.0,66.0,105.0
720261,0.0,0.0,0.0,0.0
720275,22.0,27.0,28.0,18.0
720276,10.0,15.0,22.0,23.0
720288,0.0,3.0,0.0,2.0
720289,2.0,7.0,4.0,5.0
720295,16.0,27.0,32.0,35.0
720310,3.0,0.0,2.0,3.0
720313,0.0,0.0,0.0,0.0
720316,1.0,1.0,1.0,2.0
720320,13.0,26.0,21.0,45.0
720324,14.0,13.0,13.0,20.0
720339,17.0,28.0,41.0,33.0
720342,5.0,14.0,18.0,10.0
720344,5.0,9.0,10.0,8.0
720351,14.0,2.0,7.0,2.0
720363,0.0,0.0,0.0,0.0
720369,185.0,69.0,71.0,109.0
720388,5.0,8.0,6.0,10.0
510002,6.0,22.0,33.0,64.0
510009,0.0,0.0,0.0,0.0
510010,1.0,0.0,0.0,0.0
510013,0.0,0.0,0.0,0.0
510014,6.0,8.0,8.0,4.0
510016,8.0,7.0,12.0,20.0
510017,3.0,8.0,10.0,21.0
510019,22.0,37.0,49.0,91.0
510020,79.0,112.0,100.0,108.0
510027,40.0,47.0,60.0,97.0
510030,15.0,18.0,32.0,45.0
510031,3.0,7.0,5.0,11.0
510032,1.0,9.0,8.0,10.0
510033,23.0,30.0,27.0,42.0
510034,20.0,42.0,52.0,66.0
510035,3.0,5.0,8.0,16.0
510036,23.0,33.0,49.0,53.0
510037,15.0,20.0,33.0,42.0
510039,10.0,23.0,28.0,65.0
510041,68.0,90.0,98.0,131.0
510043,0.0,0.0,0.0,0.0
510047,2.0,1.0,1.0,5.0
510049,0.0,0.0,1.0,0.0
510050,23.0,56.0,67.0,93.0
510051,7.0,12.0,9.0,14.0
510056,0.0,0.0,0.0,0.0
510057,25.0,3.0,2.0,22.0
510058,5.0,6.0,2.0,6.0
510060,0.0,0.0,0.0,0.0
510063,0.0,0.0,0.0,0.0
510064,0.0,0.0,0.0,0.0
510066,0.0,0.0,0.0,0.0
510067,0.0,0.0,0.0,0.0
510069,0.0,0.0,0.0,0.0
510071,0.0,0.0,0.0,0.0
510074,0.0,0.0,0.0,0.0
510075,0.0,0.0,0.0,0.0
510077,23.0,23.0,22.0,26.0
510078,16.0,38.0,36.0,46.0
510079,24.0,16.0,9.0,20.0
510080,5.0,13.0,13.0,15.0
510085,0.0,0.0,0.0,0.0
510086,0.0,0.0,0.0,0.0
510092,11.0,15.0,15.0,19.0
510093,13.0,25.0,24.0,29.0
510096,0.0,0.0,1.0,0.0
510097,0.0,1.0,0.0,3.0
510101,7.0,15.0,12.0,21.0
510102,5.0,5.0,5.0,15.0
510103,4.0,3.0,5.0,9.0
510105,5.0,12.0,10.0,10.0
510106,6.0,7.0,6.0,20.0
510109,0.0,3.0,2.0,9.0
510110,0.0,0.0,0.0,0.0
510111,0.0,0.0,0.0,0.0
510115,4.0,4.0,9.0,11.0
510118,2.0,6.0,11.0,18.0
510122,0.0,1.0,0.0,0.0
510124,18.0,29.0,24.0,31.0
510125,7.0,6.0,5.0,12.0
510128,12.0,15.0,13.0,9.0
510130,16.0,31.0,34.0,46.0
510133,12.0,23.0,16.0,15.0
510134,6.0,5.0,3.0,5.0
510137,2.0,4.0,3.0,1.0
510138,5.0,9.0,6.0,9.0
510140,9.0,9.0,8.0,16.0
510144,17.0,15.0,14.0,19.0
510147,3.0,3.0,7.0,5.0
510148,18.0,18.0,22.0,25.0
510149,5.0,4.0,9.0,15.0
510150,22.0,8.0,14.0,32.0
510151,4.0,7.0,11.0,17.0
510153,19.0,25.0,34.0,40.0
510154,23.0,29.0,31.0,34.0
510157,15.0,26.0,28.0,20.0
510158,4.0,4.0,9.0,5.0
510159,9.0,9.0,12.0,12.0
510160,5.0,0.0,3.0,8.0
510164,26.0,33.0,42.0,73.0
510166,11.0,25.0,20.0,25.0
510169,0.0,0.0,0.0,0.0
510170,31.0,47.0,44.0,52.0
510172,5.0,13.0,20.0,19.0
510173,7.0,19.0,13.0,19.0
510175,10.0,9.0,6.0,13.0
510176,5.0,7.0,12.0,8.0
510177,3.0,3.0,8.0,12.0
510179,5.0,9.0,10.0,7.0
510180,9.0,11.0,8.0,9.0
510181,4.0,3.0,5.0,13.0
510182,0.0,0.0,0.0,0.0
510183,2.0,8.0,10.0,14.0
510184,0.0,0.0,0.0,0.0
510188,5.0,8.0,12.0,16.0
510189,0.0,0.0,0.0,0.0
510192,0.0,0.0,0.0,0.0
510194,5.0,9.0,8.0,7.0
510196,0.0,0.0,0.0,0.0
510203,0.0,0.0,1.0,1.0
510204,96.0,71.0,95.0,211.0
510207,19.0,23.0,36.0,50.0
510208,3.0,9.0,8.0,18.0
510210,0.0,0.0,0.0,0.0
510216,0.0,0.0,0.0,0.0
510217,5.0,21.0,24.0,49.0
510219,17.0,8.0,11.0,12.0
510222,111.0,94.0,107.0,135.0
510224,38.0,38.0,41.0,40.0
510225,15.0,15.0,6.0,23.0
510227,6.0,10.0,16.0,7.0
510228,25.0,16.0,20.0,24.0
510229,20.0,22.0,25.0,20.0
510232,0.0,1.0,0.0,0.0
510235,37.0,50.0,29.0,28.0
510237,45.0,34.0,37.0,56.0
510240,0.0,0.0,0.0,0.0
510242,14.0,24.0,32.0,67.0
510243,0.0,0.0,0.0,0.0
510245,0.0,0.0,0.0,0.0
510246,0.0,0.0,0.0,0.0
510249,0.0,0.0,0.0,0.0
510251,47.0,72.0,110.0,137.0
510252,11.0,21.0,33.0,40.0
510254,0.0,0.0,0.0,0.0
510257,7.0,7.0,7.0,12.0
510260,0.0,0.0,0.0,0.0
510262,7.0,15.0,16.0,32.0
510264,4.0,10.0,15.0,32.0
510265,13.0,24.0,47.0,94.0
510268,0.0,0.0,0.0,0.0
510269,10.0,11.0,12.0,30.0
510271,0.0,8.0,2.0,6.0
510274,0.0,3.0,0.0,1.0
510276,0.0,0.0,0.0,0.0
510277,2.0,6.0,11.0,22.0
510278,16.0,35.0,35.0,52.0
510279,1.0,0.0,1.0,3.0
510282,4.0,26.0,29.0,61.0
510285,0.0,2.0,1.0,6.0
510288,1.0,3.0,1.0,1.0
510290,8.0,8.0,4.0,11.0
510291,8.0,24.0,19.0,49.0
510294,80.0,33.0,22.0,23.0
510298,15.0,33.0,33.0,61.0
510299,20.0,27.0,15.0,18.0
510300,4.0,5.0,7.0,6.0
510301,17.0,5.0,5.0,15.0
510302,20.0,31.0,28.0,36.0
510304,0.0,0.0,0.0,0.0
510305,7.0,3.0,6.0,8.0
510307,16.0,5.0,3.0,2.0
510308,11.0,18.0,10.0,17.0
510311,5.0,5.0,10.0,12.0
510313,4.0,9.0,7.0,8.0
510316,10.0,14.0,13.0,14.0
510317,0.0,0.0,0.0,0.0
510318,2.0,7.0,9.0,18.0
510319,7.0,15.0,10.0,23.0
510320,14.0,12.0,26.0,52.0
510321,0.0,0.0,0.0,0.0
510324,5.0,7.0,8.0,15.0
510325,6.0,12.0,17.0,26.0
510326,7.0,13.0,17.0,35.0
510328,0.0,0.0,0.0,0.0
510330,17.0,18.0,9.0,25.0
510333,23.0,25.0,29.0,55.0
510334,9.0,8.0,5.0,17.0
510336,9.0,14.0,9.0,9.0
510337,3.0,11.0,8.0,31.0
510339,53.0,31.0,47.0,56.0
510340,12.0,33.0,64.0,117.0
510343,6.0,8.0,8.0,19.0
510348,0.0,0.0,0.0,0.0
510352,1.0,1.0,0.0,0.0
510354,12.0,12.0,13.0,20.0
510357,0.0,0.0,0.0,0.0
510358,1.0,4.0,6.0,20.0
510360,0.0,0.0,1.0,0.0
510361,14.0,23.0,21.0,62.0
510362,67.0,79.0,77.0,108.0
510364,26.0,58.0,76.0,105.0
510366,15.0,25.0,30.0,59.0
510367,0.0,0.0,0.0,1.0
510371,2.0,6.0,6.0,14.0
510372,12.0,35.0,32.0,37.0
510373,11.0,17.0,23.0,45.0
510374,15.0,29.0,35.0,56.0
510375,10.0,18.0,28.0,53.0
510376,1.0,6.0,15.0,12.0
510379,21.0,25.0,41.0,69.0
510380,3.0,7.0,9.0,7.0
510382,12.0,15.0,6.0,11.0
510384,0.0,2.0,1.0,1.0
510385,12.0,28.0,19.0,17.0
510386,14.0,28.0,17.0,18.0
510389,6.0,9.0,6.0,10.0
510390,57.0,27.0,13.0,17.0
510392,11.0,15.0,9.0,12.0
510395,5.0,12.0,7.0,5.0
510398,4.0,10.0,12.0,14.0
510400,2.0,3.0,0.0,1.0
510401,5.0,9.0,4.0,5.0
510413,1.0,0.0,1.0,1.0
510414,0.0,2.0,0.0,0.0
510418,30.0,29.0,43.0,57.0
510419,13.0,12.0,15.0,40.0
510421,0.0,0.0,0.0,0.0
510427,41.0,97.0,108.0,210.0
510428,5.0,21.0,23.0,41.0
510436,0.0,0.0,0.0,0.0
510437,0.0,0.0,0.0,0.0
510444,27.0,49.0,73.0,95.0
510447,4.0,4.0,7.0,15.0
510448,20.0,24.0,46.0,55.0
510449,14.0,9.0,25.0,22.0
510450,1.0,6.0,5.0,12.0
510451,6.0,19.0,26.0,41.0
510452,6.0,7.0,7.0,16.0
510455,40.0,72.0,78.0,110.0
510457,9.0,16.0,18.0,31.0
510458,1.0,1.0,10.0,5.0
510459,0.0,12.0,12.0,13.0
510460,4.0,5.0,10.0,11.0
510461,17.0,16.0,19.0,19.0
510462,7.0,9.0,7.0,7.0
510463,0.0,0.0,0.0,0.0
510464,0.0,0.0,0.0,0.0
510465,10.0,17.0,21.0,12.0
510466,36.0,37.0,28.0,29.0
510468,5.0,16.0,15.0,11.0
510470,7.0,10.0,9.0,6.0
510471,67.0,34.0,22.0,16.0
510472,8.0,13.0,6.0,7.0
510474,19.0,25.0,15.0,20.0
510475,6.0,5.0,4.0,6.0
510476,7.0,15.0,9.0,3.0
510477,3.0,8.0,5.0,5.0
510479,8.0,8.0,10.0,10.0
510481,2.0,1.0,5.0,8.0
510483,10.0,33.0,26.0,18.0
510486,11.0,22.0,15.0,23.0
510488,0.0,0.0,0.0,0.0
510491,1.0,3.0,9.0,15.0
510492,21.0,17.0,26.0,42.0
510493,1.0,0.0,2.0,1.0
510497,7.0,5.0,9.0,10.0
510499,8.0,7.0,6.0,7.0
510502,8.0,19.0,16.0,18.0
510503,20.0,31.0,45.0,57.0
510508,0.0,0.0,0.0,0.0
510509,0.0,0.0,0.0,0.0
510511,43.0,71.0,57.0,50.0
510518,0.0,1.0,0.0,0.0
510523,0.0,0.0,0.0,0.0
510524,0.0,0.0,0.0,0.0
510528,2.0,8.0,10.0,10.0
510531,103.0,0.0,0.0,0.0
510532,10.0,11.0,12.0,6.0
510533,13.0,14.0,11.0,13.0
510534,0.0,0.0,0.0,0.0
510535,0.0,0.0,0.0,0.0
510538,11.0,16.0,9.0,9.0
510539,17.0,36.0,20.0,38.0
510542,10.0,16.0,23.0,30.0
510544,12.0,20.0,15.0,27.0
510547,33.0,3.0,7.0,5.0
510548,4.0,7.0,9.0,5.0
510550,42.0,12.0,16.0,18.0
510552,4.0,16.0,11.0,15.0
510554,10.0,9.0,8.0,16.0
510555,1.0,4.0,3.0,3.0
510556,17.0,15.0,15.0,12.0
510557,8.0,13.0,4.0,16.0
510558,4.0,13.0,8.0,9.0
510559,3.0,3.0,4.0,8.0
510560,2.0,8.0,4.0,4.0
510562,8.0,17.0,14.0,12.0
510563,19.0,29.0,52.0,100.0
510564,0.0,11.0,5.0,15.0
510565,0.0,5.0,5.0,7.0
510566,62.0,66.0,41.0,58.0
510567,8.0,13.0,10.0,26.0
510568,5.0,8.0,6.0,5.0
510569,14.0,29.0,26.0,28.0
510570,10.0,11.0,4.0,5.0
510571,9.0,23.0,22.0,50.0
510573,5.0,12.0,10.0,6.0
510575,10.0,23.0,24.0,26.0
510577,2.0,13.0,6.0,6.0
510578,0.0,0.0,0.0,0.0
510579,21.0,35.0,29.0,32.0
510581,0.0,0.0,0.0,0.0
510585,29.0,8.0,11.0,27.0
510586,9.0,7.0,6.0,6.0
510588,7.0,7.0,9.0,9.0
510595,8.0,7.0,7.0,11.0
510596,0.0,4.0,2.0,2.0
510598,0.0,3.0,2.0,2.0
510599,13.0,8.0,9.0,17.0
510600,3.0,6.0,7.0,11.0
510602,4.0,9.0,5.0,15.0
510604,0.0,0.0,1.0,0.0
510607,0.0,0.0,0.0,0.0
510616,0.0,0.0,0.0,0.0
510618,0.0,0.0,0.0,0.0
510624,5.0,8.0,4.0,12.0
510625,22.0,24.0,44.0,38.0
510626,6.0,8.0,12.0,33.0
510627,1.0,1.0,10.0,10.0
510628,0.0,5.0,5.0,10.0
510631,0.0,0.0,0.0,0.0
510632,43.0,49.0,38.0,57.0
510634,28.0,49.0,56.0,66.0
510635,1.0,4.0,4.0,8.0
510636,12.0,8.0,13.0,24.0
510639,46.0,44.0,45.0,45.0
510640,12.0,14.0,14.0,23.0
510641,6.0,14.0,6.0,8.0
510643,5.0,0.0,0.0,0.0
510645,0.0,0.0,0.0,0.0
510646,18.0,21.0,17.0,31.0
510648,25.0,40.0,44.0,57.0
510649,42.0,84.0,67.0,103.0
510651,9.0,11.0,15.0,9.0
510652,14.0,6.0,12.0,16.0
510653,14.0,9.0,6.0,19.0
510654,2.0,4.0,4.0,5.0
510655,5.0,13.0,8.0,9.0
510656,5.0,10.0,9.0,17.0
510658,32.0,14.0,11.0,18.0
510661,56.0,84.0,65.0,90.0
510665,29.0,17.0,24.0,35.0
510666,0.0,0.0,0.0,0.0
510672,11.0,11.0,5.0,8.0
510673,14.0,13.0,7.0,16.0
510683,0.0,0.0,0.0,0.0
510684,3.0,1.0,4.0,3.0
510688,2.0,18.0,15.0,38.0
510692,0.0,0.0,1.0,1.0
510697,18.0,60.0,64.0,133.0
510699,2.0,2.0,4.0,20.0
510700,0.0,0.0,0.0,0.0
510703,1.0,0.0,1.0,1.0
510708,33.0,38.0,62.0,146.0
510713,18.0,37.0,43.0,79.0
510724,43.0,86.0,131.0,156.0
510732,0.0,0.0,0.0,0.0
510733,0.0,0.0,0.0,2.0
510735,2.0,6.0,9.0,6.0
510736,0.0,2.0,1.0,6.0
510738,4.0,2.0,7.0,7.0
510741,7.0,8.0,7.0,13.0
510745,0.0,0.0,0.0,0.0
510749,0.0,0.0,0.0,0.0
510751,0.0,0.0,0.0,0.0
510752,0.0,0.0,0.0,0.0
510753,0.0,0.0,0.0,0.0
510754,0.0,0.0,0.0,0.0
510755,1.0,0.0,2.0,7.0
510763,5.0,9.0,5.0,8.0
510764,25.0,40.0,40.0,37.0
510765,2.0,4.0,5.0,10.0
510766,22.0,25.0,17.0,29.0
510767,15.0,13.0,8.0,12.0
510768,64.0,5.0,6.0,6.0
510769,0.0,0.0,0.0,0.0
510771,25.0,22.0,13.0,28.0
510774,0.0,0.0,0.0,0.0
510776,0.0,0.0,0.0,0.0
510777,18.0,52.0,62.0,129.0
510778,0.0,0.0,0.0,0.0
510780,26.0,42.0,39.0,86.0
510783,41.0,33.0,24.0,26.0
510784,9.0,14.0,6.0,3.0
510790,6.0,11.0,6.0,1.0
510791,3.0,5.0,8.0,9.0
510794,11.0,17.0,17.0,12.0
510795,8.0,8.0,12.0,20.0
510797,2.0,6.0,6.0,7.0
